run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,diagnosis
10,0.9243280349474093,0.6241353414138834,0.956746184535489,0.8475691598184117,0.45809605349894267,0.27692356701753207,0.26727175406493464,0.33859494671195045,0.6407162500783403,0.25973946764197964,0.40058239094002346,0.3567218790916237,0.32427511928111485,0.9952768035907869,0.7619530928879988,0.4471725538308956,0.2897498592107486,0.8513005219555034,0.2995881371236466,0.7115976559941072,0.15693730576968068,0.5414987903619093,0.39167410248663614,0.8053609418722256,0.48925335659265856,0.44224610711946044,0.6337109840173111,0.16645269726630962,0.2688358327711683,0.3187694403210908,0.21100672113583085,0.47046281937253376,0.5827292955221026,0.8028410598452167,0.8419407195894518,0.48723934960724236,0.3349254918048393,0.6364004991569734,0.8537286442238986,0.42232176619254,0.31921399530489003,0.6902085452140004,0.1954380477213261,0.6219534846154702,0.6424030448313355,0.6530834258562109,0.21888035261385264,0.796322898062311,0.766183878899813,0.974948373547825,ASD
11,0.5351304736128241,0.6103700580532953,0.9937670263795183,0.111898960523663,0.5864546949650193,0.6439254738829132,0.3959319838229558,0.16101892886281033,0.2617474163400213,0.9999814140544971,0.9504685843766838,0.8310219849742029,0.17585514534859925,0.7073800583046019,0.8652770490160661,0.8851205699789327,0.5008139939728631,0.9270823366194825,0.1619189982689888,0.18713575657783732,0.3822632217844092,0.08012134817601524,0.04083877545301806,0.891072376852978,0.9837110950236742,0.8278087710638471,0.9604342451537167,0.5568830634624715,0.11614239527830528,0.23061541951880826,0.19056248656024322,0.7474367036422425,0.7091502284126204,0.32693119816597926,0.2961631227975492,0.5897094025274493,0.35172874657305886,0.9399090695397277,0.925108766304261,0.24268781756506252,0.6283120208163764,0.5305114859617999,0.7598263559111933,0.5219844817441227,0.5486803353235964,0.9209996011929954,0.2930439629512315,0.4141455529856719,0.08656856075739161,0.0846691433179051,TD
12,0.6893702545185194,0.2714839829731286,0.8200450308360677,0.25082437671523494,0.19529105972247895,0.36744073867401805,0.19521809286588265,0.8522857549775251,0.21354163502722479,0.5002262778311289,0.4507866801009569,0.2556847427958375,0.7510372412912006,0.8528588245016154,0.19116526999658168,0.11919858308497078,0.3596180969334547,0.5088147257107376,0.5933640406004467,0.974030044698961,0.96290189798397,0.6023623705537681,0.14529642814281563,0.5201901353899578,0.7078885298390987,0.27503425078864974,0.7460898753277219,0.3655678821622571,0.051094017517449575,0.2690580926002709,0.290137095073174,0.5658737412778613,0.064654694680647,0.16542884130433677,0.4409970453446481,0.2894391236421381,0.0019848209246214887,0.41242223835059155,0.25732154045632727,0.30527281978302134,0.9671962738551336,0.7618518028363017,0.0861687587397495,0.24243831372303182,0.22934758537008348,0.597791538298478,0.23060438019180018,0.006569861255070197,0.5125310868555003,0.003654854703912913,TD
13,0.695379913975073,0.1916171977819776,0.3840801514640687,0.18266652034576536,0.6044143184838984,0.6827430474539781,0.4725821065283603,0.5360964167598397,0.5204646999231296,0.8369884120349531,0.09963476117898096,0.1498215759223156,0.7358516386793001,0.8984884685152943,0.5674153248134729,0.7808884471457016,0.8382903295644635,0.8096828938428414,0.2709206568146817,0.520456811393764,0.6592417544756376,0.29181823789775097,0.26444324255924934,0.6543282890705797,0.7880795799553937,0.9026909070220143,0.25945675443072,0.4117415530935292,0.8882088444217965,0.7779375842467571,0.9182715560199254,0.7319085693572734,0.880649437790992,0.816263805105452,0.45532091732974767,0.1149086789738547,0.3488040751266882,0.3584094136206557,0.8347161166933407,0.06515419401117428,0.9955274020250237,0.5211259025202195,0.37637992075462534,0.9020027775189597,0.6646127336202076,0.9673198325234543,0.2787434678608198,0.17845282302792365,0.3732334149587435,0.8525686160493788,ASD
14,0.1258956551803614,0.20979870963110792,0.02694673493733979,0.5310630074049678,0.7289368008413827,0.7350662010954068,0.8495653544561318,0.39766824374749776,0.823954307065358,0.7956676695510257,0.14995182789543215,0.016236267781278846,0.9506726838662627,0.058807940846366535,0.11894368619850781,0.5045271777492807,0.9195426199148222,0.7194234158782588,0.17018279553443494,0.4151987502478037,0.7006414527583439,0.19846279962623503,0.9993648491302349,0.7957184871400825,0.8766127121680616,0.3365127253094151,0.45825166473855605,0.43483016066916125,0.6137948341721676,0.5467009451257608,0.008395054476340702,0.9427171037907707,0.46966577886928806,0.46075425018770644,0.2009017067019937,0.05095789675554563,0.9236393397885161,0.13852275771317302,0.09519632195016448,0.7242367816907751,0.8928153384854397,0.7261257384193713,0.0873612125967933,0.13893898391575488,0.3774442868431265,0.9897750682775189,0.8252300036293423,0.3194021078950009,0.19513326999557645,0.2455448796207531,ASD
15,0.9918635423109172,0.2318957056744093,0.8252040522664161,0.31685025883186657,0.7040191785805838,0.47297484256242683,0.6870977084655897,0.4492290088767341,0.7284908600682493,0.5301603606104526,0.5345709654395022,0.35894126406057125,0.9973076044998754,0.8152260396258706,0.5444724230322004,0.4016892243156117,0.32815998043308203,0.2797272921617602,0.08082540135885907,0.4781187382182396,0.8063152804035323,0.660248025497142,0.18292938338152587,0.25751227106610364,0.34270624976128095,0.10204010918748985,0.9950079384752114,0.1657140371943232,0.274085921818767,0.4344919420510551,0.9891601534859883,0.7770706332472229,0.6550955504696279,0.47255629026342194,0.6710190583477097,0.5879693077037914,0.14785037555260816,0.14495013648502542,0.8336327298749495,0.16080638810167114,0.054529569478532824,0.5304756083209773,0.0628371079271296,0.37219141308880344,0.25444120960319405,0.9091033414731493,0.4340339553521585,0.33731222995712073,0.4809227013062276,0.19785914585951092,ASD
16,0.8904047482190055,0.5596451945545692,0.6389495018024115,0.7566391936582544,0.6438153467418525,0.9643595001578467,0.004813342443391488,0.6580813041035662,0.8123134116547748,0.009764227375054113,0.07964625271564607,0.9326329866390848,0.6968506825023666,0.9994820171524428,0.6603601660382973,0.2882045527455771,0.29839514054973826,0.4768078673712225,0.6328395889510077,0.4851759574363922,0.10948948289795668,0.5485903995596721,0.7989462747174247,0.8114005323022729,0.599230383306678,0.37237646366143107,0.6864101520242035,0.8990485808763371,0.8714581522174951,0.6023597400441941,0.47095603613036385,0.37091765961181766,0.1916031648723714,0.14731780565241515,0.7978003090396212,0.4513098280815361,0.8849900779477294,0.4709561538849203,0.5461553559512266,0.22948472183496715,0.25161604912922764,0.42783410659290244,0.43359885323018643,0.24912927138686924,0.9516779566461221,0.14899760477428925,0.37539165613351344,0.2569432721653634,0.6614014379669315,0.6328039234537893,TD
17,0.21108851471728363,0.6750381367930296,0.6639889969370011,0.4366455912084485,0.17132774569260312,0.7628564802812879,0.7972920850207861,0.09104487714081244,0.027414392809596677,0.1026021928191172,0.36095484490872887,0.4372225490835635,0.023562857329819442,0.3068948048364002,0.6902831961430089,0.9761953692187361,0.7594742966338743,0.7670823642185304,0.08668647958693021,0.2368132394561191,0.8589825733384137,0.24217429972442173,0.9036137282555087,0.018485096771719167,0.9123770180160783,0.742334180492956,0.46829139083767546,0.7790818494335043,0.05301733943952558,0.7894385586043363,0.6223559335010442,0.6993458755390763,0.014903716916272569,0.7304881196818929,0.7020740407255723,0.46995266955731285,0.6581135111980336,0.3301734739365825,0.9597169711172544,0.4819370822062067,0.7581221380210089,0.9168535002349496,0.24997273944205223,0.720283607843352,0.5664925427620392,0.21121536457370726,0.8325556828784145,0.17339022015557926,0.6376081499525474,0.44392815724090795,ASD
18,0.30143663948775845,0.7192026852766416,0.5032176903254915,0.9457790431210646,0.4128526268741397,0.36330785735004767,0.8254680871343597,0.8432618077594568,0.25021069420095887,0.4713585757025863,0.10287725527958147,0.5589915719916314,0.7419228292068675,0.3616974149087009,0.14015752224120093,0.3101672072937993,0.6265666375491828,0.3844272051488128,0.3742552182764829,0.7604168011661229,0.8742877698068844,0.5216654917541271,0.8715495905289289,0.9955783691002034,0.6574235256124148,0.4477516559423548,0.9195762572508548,0.18151434418675694,0.40942159715697346,0.8688886090914995,0.20582692344435805,0.34078896504349754,0.0345000295332355,0.2277707274403179,0.5459454481211738,0.8890494847491957,0.9972681006070344,0.20278881321355124,0.4326854012969782,0.8350600867920177,0.26223669792507454,0.16782887174789596,0.30124912723798747,0.355860041181011,0.4878452757993642,0.4425240995176327,0.9425734821188978,0.21549313484123545,0.7233288540999946,0.25380077387180555,ASD
19,0.6348833800762466,0.7076732307685076,0.8569752099462151,0.5319249795586712,0.38596135204828763,0.2723047610119006,0.41749707214203036,0.10166518496467725,0.5068008839713681,0.095405472346488,0.3287052920578655,0.9277374622421634,0.5569497844525633,0.8327946301015244,0.968176819387402,0.1565443834205711,0.7009505391136369,0.7212266128899502,0.8114094134061061,0.03172487939890645,0.2725644620250325,0.358365542013628,0.8034207286954076,0.15881061485809,0.8016631489173512,0.965085357854905,0.5559505664577467,0.8950688440751082,0.4530040835945851,0.7038730996442042,0.8470818373375839,0.3161609822010073,0.36077153173954524,0.9151056167872627,0.6294297968044003,0.2511177050964787,0.7551063294020807,0.321630132384111,0.2599984573674784,0.8939326388200184,0.6345079147907987,0.8869747189554185,0.5179384594856605,0.16587960146274872,0.25211261301036825,0.3696738402020988,0.6632220604137012,0.8325585795834531,0.3630209896529425,0.2286120526142421,ASD
20,0.6358788117229925,0.08884674916223612,0.3166769791222793,0.16738378520580344,0.8165433838371493,0.2013413152523995,0.13982563330790565,0.9862338317415646,0.9606113406188884,0.02859258468270587,0.26540380291420396,0.8120042304076934,0.35913105847757176,0.9824066448816975,0.1708768112097251,0.5408656835827632,0.36259440948575106,0.5392961041430642,0.491272438675213,0.9722199929927375,0.4162147796792165,0.595071015593597,0.7975604167058118,0.44467314712007844,0.6719093324813123,0.3681616459599486,0.03285889686340249,0.28402971179626724,0.7310697108314385,0.7644629210935474,0.9561556769186288,0.5638041297574964,0.5472851849661347,0.000895818001990456,0.5231605704365139,0.7021677586379559,0.5579842029068046,0.8947078356792055,0.2139494529917193,0.524498115279201,0.2360813174280474,0.1245092080175495,0.872863287929668,0.11133643712046004,0.31738465254583137,0.13086710321859496,0.08885833221420525,0.2878244196708869,0.7441778363398646,0.3760335761858852,TD
21,0.670123361058777,0.026553475950049865,0.5744273808781942,0.6395223392986921,0.7474134276991198,0.7811080016680021,0.5257192402010706,0.8259768705751382,0.9967654371715456,0.45155928046178484,0.05581758372566448,0.24045442671359152,0.8002947992561106,0.10827384944797636,0.5355680160447441,0.9746838967958577,0.8747833354568076,0.9097698845702429,0.4604540003921229,0.23629104227713738,0.9907709398425784,0.4598608482289841,0.13013422303873867,0.18361845603312488,0.5018223218813572,0.21999788016336108,0.5008785764551714,0.9720376732097671,0.3797120401388958,0.28621578252032376,0.27820111257747715,0.8821196660179715,0.2982693696786881,0.12463437161778634,0.11498520581618255,0.036963378888853926,0.8193482852156244,0.15778440913297187,0.24007091489619903,0.4014804844728699,0.4327421640897964,0.17234478009319965,0.26309545093738895,0.21963059533911022,0.8653789134177575,0.6234797877503372,0.26533840714174384,0.7144075583852567,0.1215487824077427,0.9275174381452387,ASD
22,0.07964304902062946,0.12506022438229747,0.124433305982933,0.7705266956125395,0.7893014503277391,0.3904388683507146,0.9283838634164638,0.257677213095853,0.591731084041342,0.3598787416885858,0.9755950057273044,0.23794236491660326,0.527821310638909,0.08133858095788493,0.8855028515128852,0.721000216051793,0.44511630220052034,0.45939976652708214,0.3106176961793129,0.6818600396678189,0.154060809687667,0.011307472649076611,0.17184559228246377,0.638905783195807,0.16450992681733345,0.5104944462702251,0.3616430930683331,0.4619071047177594,0.3956643097988063,0.4816386113368408,0.4599334026919758,0.5099304028280799,0.04612436858919988,0.6795221361913324,0.6268821906427456,0.7036284838507353,0.8010579244351493,0.9265685509701014,0.4877153845358887,0.7938877924074174,0.7022586086739573,0.09212354806713918,0.3326739561212264,0.3244662391699331,0.25510039488507164,0.45781461308163984,0.36908204613478923,0.5036241095814904,0.2958030490485418,0.0830900283440622,ASD
23,0.6509939719746013,0.9972340085221159,0.04169168987754546,0.8074965722236832,0.4800200777014271,0.13210944841959704,0.5931159508020192,0.1102040527399587,0.16334191103014573,0.4716009551750572,0.3316497110688017,0.1658167435254032,0.4641998217753661,0.20336575252140843,0.6326185894700905,0.06166925802909684,0.5592285174430819,0.15747682734093948,0.20040753542417566,0.9223512284844042,0.9913530346968952,0.4475030548429505,0.35471713180306275,0.027944641518713897,0.6820813556822358,0.560716586121298,0.32671288123963893,0.7346949625779843,0.11588290374428734,0.5833025323379588,0.2674279613123526,0.17963107296711966,0.9316166171294736,0.12384691715183294,0.7879646211710303,0.8131499177377239,0.7458569749060114,0.9441445426564926,0.09560973597083045,0.27060215414062105,0.8096837709556403,0.26507735221497764,0.23262770457955217,0.949051484712225,0.8002201375718788,0.6254667976716087,0.7569144673620376,0.8062342508136932,0.3708853971469819,0.9424130759915881,ASD
24,0.8646639650107887,0.05349175769977621,0.7647413787871091,0.9088351814416086,0.44346142244324116,0.24908422444219713,0.07972188049874218,0.6571639974083362,0.44896439031915814,0.05825665895901555,0.709221320577382,0.9061704051756161,0.4818374101984839,0.0875798908491825,0.9245489944481297,0.2610893016724072,0.6870369518753272,0.6898901951993607,0.35419406619623106,0.03669488348250627,0.35323451347100776,0.1734033093342644,0.07096626927920657,0.05424194923496228,0.005356635204057936,0.6614389153233268,0.8194258733500759,0.1017784218853065,0.6380079865320127,0.42213852349121617,0.7342372301191701,0.19913845763586835,0.5755204251303491,0.47306148237968737,0.8964300853603543,0.8518352874226688,0.7074347220691064,0.2643936856692768,0.553263987435476,0.5339555783379388,0.015018555537308464,0.12734675483001578,0.3869961152051159,0.9269739279108292,0.34465878383531656,0.347019756506759,0.2586565234759749,0.3875842446950536,0.02578408264464782,0.45190453418085264,TD
25,0.8985375126224651,0.08053738369303198,0.10387592442950921,0.8676396343033064,0.023406751779431967,0.795079699443938,0.9071106364311972,0.20382458938914227,0.7471171030063409,0.6289719712523256,0.7438017123224588,0.8934711806339178,0.9033001077069075,0.8542447837750812,0.2150747269485338,0.1603845132429128,0.7181596715262277,0.9405911122943069,0.41817146796161275,0.414312808339122,0.5135254754174661,0.8662211914030177,0.4944285721022047,0.07086913969858577,0.044903812431320245,0.8181910961683199,0.28277622230460553,0.4963111315068064,0.8894046665615659,0.7504526159526974,0.45754915367551574,0.024441840235575163,0.8861645854238233,0.7780987410160092,0.5437791968053174,0.3329784817029965,0.8160649997655031,0.225729741382931,0.22798306243535071,0.7043579524189632,0.1743721200463707,0.649774407379925,0.7843178109494945,0.8981033464176486,0.9254348372636422,0.38760845976247904,0.33238052203808355,0.22798703778624607,0.7031862049979012,0.9311832693010966,TD
26,0.5652094377409439,0.836872893913102,0.09988963756277913,0.8933771011934731,0.4119000889591524,0.15204195788018848,0.4020424840518635,0.4456217070741293,0.8844379100473342,0.12981907458918718,0.7644031855843605,0.3624027741576976,0.6702987152301392,0.6568309283828722,0.9602045851531285,0.4497870713675093,0.08501139628199594,0.39269796708941684,0.2321437468009092,0.5291457202240288,0.3511170874091093,0.7802377725007075,0.3091168992479283,0.6779518786994133,0.8511900493850502,0.7728825871816507,0.5649565273199489,0.7892570986456318,0.42263722732069353,0.9321770443111395,0.5119301099679189,0.6277361189322669,0.5904760285520166,0.6938158099459989,0.10034074779965696,0.22327635866642914,0.667643128266711,0.21735379612468353,0.3099551825868414,0.08129259792706733,0.034926942445018594,0.5482393183023843,0.8983662834889556,0.7091690905705693,0.9271872120984738,0.3384628547507149,0.45470171343822263,0.11263167092924886,0.3937073205904319,0.5489208897051489,ASD
27,0.26841080288203534,0.06726284103369284,0.49131655787873807,0.42383697895900296,0.22570015932462262,0.1268028020959352,0.0073449376725178706,0.03760046959794594,0.5199178546339889,0.8170790087385303,0.3514493143589916,0.014610276284173329,0.48970306612653214,0.8979346304860826,0.09575426068084747,0.7176020965991052,0.6544097328027764,0.80003865498325,0.9064625444157308,0.6970049578194099,0.22909175102833335,0.7765583668110401,0.6743398860127828,0.23362155504109172,0.6334329071843827,0.29480278253970216,0.5028743199358134,0.8003567461909716,0.4445697433337893,0.8650923428363801,0.29140759942775785,0.4089090746284483,0.17762143191589386,0.5949473036455457,0.5258366232492793,0.6883482234673765,0.0501023961356144,0.4996201749526976,0.6146248283997199,0.6779700904606337,0.6705733063181463,0.6896837272376416,0.7751790036306666,0.5637555382096782,0.8350904151313333,0.6907883643257077,0.0632794352121645,0.7418766649862579,0.6070312777371041,0.26513082124934395,TD
28,0.06202223554487463,0.6440412957671767,0.3508567311165247,0.5895243224719586,0.3867632265839124,0.890196218387429,0.27341026752260467,0.17703561023193215,0.9748124826782384,0.5783726600330786,0.6274361321561815,0.9476632592282589,0.44772936310375133,0.9296057739194964,0.6699945492914119,0.21553161990041536,0.1299969950603146,0.7112270252657601,0.29134579717661535,0.07363666084682641,0.68508520206078,0.1785045867935633,0.15304338063814027,0.3858842879989881,0.9443210252514458,0.9401116078515419,0.9332978665431114,0.17405280472099238,0.9822791049644167,0.21202672021577773,0.5945826583739036,0.8247542930961314,0.8927585896666435,0.15675482189417422,0.15019249288805014,0.9881454938293563,0.10801016383368567,0.8933173845000345,0.38834357447870405,0.43331069344826634,0.6111314144488399,0.4148459777204294,0.9974756820352706,0.6068117508233039,0.8496486643385998,0.05118587618034676,0.17206774143359127,0.3638898974291942,0.08311838980567254,0.2716370578383469,TD
29,0.641067967920952,0.8208930836126983,0.7290295934247991,0.5374962480898958,0.6144133972443225,0.049187838617061774,0.04841309710177788,0.5402284416332995,0.4097483655118289,0.6349777192521422,0.8658548645951777,0.11005389518248843,0.9463334086504795,0.8007306802571512,0.8049538514060729,0.9095025592887496,0.747435395848808,0.13717769932019075,0.2750765480995643,0.6846145835445464,0.8444196771396548,0.24204277769312788,0.21965121226454198,0.8096291585052481,0.6810490153095787,0.6510278653221491,0.5352843788323547,0.9441603655326495,0.34732965931483706,0.5412196805259452,0.09037313061883467,0.5008038312993236,0.3511302753876465,0.0015636717481131157,0.7169165710141466,0.6698397491682266,0.7028856878957621,0.4596071098838963,0.1153147058929358,0.8761642048652309,0.24810842139168787,0.20960675327970424,0.715643393835512,0.5747573236175081,0.3028922856022409,0.08406981243790945,0.6390864737896933,0.19323161364830965,0.07624098251641309,0.20718361026239607,ASD
